암호화요양기호,요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,전화번호,병원홈페이지,개설일자,좌표(X),좌표(Y)
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzExIyQxIyQzIyQwMyQzNjE4MzIjNTEjJDEjJDIjJDgz,의료법인정우의료재단프라우메디병원,21,병원,260000,울산,260001,울산남구,삼산동,44705,"울산광역시 남구 삼산중로 94, (삼산동)",052-226-7114,http://www.fraumedi.com,19930621,129.3359246,35.5418919
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,의료법인정화의료재단봉생힐링병원,21,병원,210000,부산,210001,부산남구,감만동,48543,"부산광역시 남구 양지골로 241, 감만동 봉생 제3병원 (감만동)",051-668-6000,,20230321,129.0839621,35.1183874
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4OSQzNjEwMDIjNDEjJDEjJDQjJDgz,의료법인제민의료재단동서병원,21,병원,110000,서울,110010,서대문구,연희동,3726,"서울특별시 서대문구 성산로 365-14, (연희동)",02-337-1110,http://www.dsoh.co.kr,20040302,126.9302881,37.5646698
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ4OSQzNjE4MzIjNTEjJDEjJDYjJDgz,의료법인지원의료재단 굿모닝병원,21,병원,380000,경남,380900,밀양시,용평동,50432,"경상남도 밀양시 용평로5길 4-20, (용평동)",055-355-9788,,20150722,128.7680501,35.490299
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQwMyQyNjE4MzIjNjEjJDEjJDQjJDgz,의료법인진의료재단 순천평화병원,21,병원,360000,전남,360400,순천시,대룡동,58028,"전라남도 순천시 양율길 180,  (대룡동)",061-750-1605,http://www.peacehospital.co.kr,20080414,127.4832283,34.9073975
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQyNjE4MzIjNjEjJDEjJDQjJDgz,의료법인창녕서울의료재단창녕서울병원,21,병원,380000,경남,380014,창녕군,창녕읍,50322,"경상남도 창녕군 창녕읍 창녕대로 122, (창녕읍)",055-532-1975,,19830524,128.4969234,35.5342299
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQxMyQzNjE4MzIjNTEjJDEjJDIjJDgz,의료법인청봉의료재단성누가병원,21,병원,370000,경북,370500,영주시,영주동,36100,"경상북도 영주시 구성로 329,  (영주동)",054-639-9000,www.stluke.co.kr/,19790223,128.6246343,36.8215975
JDQ4MTYyMiM1MSMkMSMkOCMkOTkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEyMjIjNDEjJDEjJDgjJDgz,의료법인청주병원,21,병원,330000,충북,330101,청주상당구,북문로3가,28542,"충청북도 청주시 상당구 상당로 163, 163",043-220-1234,http://www.cjhospital.kr,19810313,127.4888295,36.6431192
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQwMyQzNjE4MzIjNjEjJDEjJDQjJDgz,의료법인춘곡의료재단수성메트로병원,21,병원,230000,대구,230005,대구수성구,만촌동,42062,"대구광역시 수성구 무열로 5, (만촌동)",053-743-7777,,20020713,128.6460171,35.8594246
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQwMyQzNjEyMjIjNTEjJDEjJDIjJDgz,의료법인파스카의료재단 광양우리병원,21,병원,360000,전남,360700,광양시,광양읍,57756,"전라남도 광양시 광양읍 숲샘길 80-0, (광양읍)",061-797-1000,,20190812,127.5864183,34.9703402
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ5OSQzNjEwMDIjNzEjJDEjJDgjJDgz,의료법인한국의료재단프라임병원,21,병원,110000,서울,110019,중랑구,묵동,2019,"서울특별시 중랑구 공릉로 76, (묵동)",02-975-7500,http://www.medicook.net/cpinfo/clinic_detail_01.asp?SEQ=83544,20050329,127.0794651,37.6172336
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQxMyQzNjE0ODEjNTEjJDEjJDIjJDgz,의료법인한길의료재단한길안과병원,21,병원,220000,인천,220003,인천부평구,부평동,21388,"인천광역시 부평구 부평대로 35, 1층일부,2층~10층 (부평동, 정명빌딩)",032-503-3322,http://www.hangileye.co.kr,19980801,126.722362,37.494578
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ3OSQyNjEyMjIjODEjJDEjJDYjJDgz,의료법인한서의료재단 진영병원,21,병원,380000,경남,380100,김해시,진영읍,50865,"경상남도 김해시 진영읍 김해대로334번길 9, (진영읍)",055-340-3700,http://www.hanseo.or.kr,20030102,128.7270259,35.3060563
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ4OSQyNjEwMDIjODEjJDEjJDIjJDgz,의료법인항운의료재단 목포노동병원,21,병원,360000,전남,360300,목포시,행복동2가,58753,"전라남도 목포시 수강로12번길 11-1,  (행복동2가)",061-242-5621,,19830409,126.3860375,34.7869417
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQzNjEyMjIjNjEjJDEjJDgjJDgz,의료법인해성의료재단해성병원,21,병원,230000,대구,230007,대구달서구,이곡동,42612,"대구광역시 달서구 계대동문로 96, (이곡동)",053-760-1000,,20000609,128.5028247,35.8551111
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjEwMDIjNDEjJDEjJDgjJDgz,의료법인해인의료재단 강화병원,21,병원,220000,인천,220100,인천강화군,강화읍,23025,"인천광역시 강화군 강화읍 강화대로312번길 11, (강화읍)",930-8146,http://wellnoo.hompynara.com,19811023,126.496084,37.7424393
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ3MiQyNjE0ODEjNjEjJDEjJDgjJDgz,의료법인해정의료재단더좋은병원,21,병원,230000,대구,230005,대구수성구,수성동3가,42119,"대구광역시 수성구 명덕로 443, 본관, 별관 (수성동3가)",053-740-1000,www.vobis.co.kr/,20001125,128.6185054,35.8546128
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ2MiQyNjEwMDIjNTEjJDEjJDIjJDgz,의료법인행복나눔의료재단 장성병원,21,병원,360000,전남,360017,장성군,장성읍,57220,"전라남도 장성군 장성읍 역전로 171, (장성읍)",061-390-9000,,20160503,126.7835665,35.3058681
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ3MiQzNjE0ODEjNDEjJDEjJDgjJDgz,의료법인현백의료재단사상고려병원,21,병원,210000,부산,210015,부산사상구,덕포동,46954,"부산광역시 사상구 사상로 282, 280일부 (덕포동)",051-301-8275,,20080826,128.9827982,35.1699298
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQzIyQ5MiQzNjE0ODEjNzEjJDEjJDgjJDgz,의료법인현암의료재단 포항우리병원,21,병원,370000,경북,370702,포항북구,죽도동,37755,"경상북도 포항시 북구 포스코대로 256, (죽도동)",054-240-6000,http://pohang.wooridul.co.kr/,19950721,129.3523389,36.0215498
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQ1IyQ4OSQzNjEyMjIjNjEjJDEjJDQjJDgz,의료법인혜수의료재단베리굿병원,21,병원,310000,경기,311500,남양주시,별내동,12102,"경기도 남양주시 별내5로5번길 5, 지앤지프라자 3~7층 (별내동)",567-8585,http://www.vgh.or.kr/,20130801,127.1131426,37.6499251
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ4OSQzNjE0ODEjNDEjJDEjJDQjJDgz,의료법인환명의료재단금강병원,21,병원,380000,경남,380100,김해시,부원동,50925,"경상남도 김해시 가락로 20, (부원동)",055-333-0005,http://gghospital.co.kr,19850509,128.883062,35.2283809
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzMxIyQyIyQzIyQwMCQ0NjE0ODEjNjEjJDEjJDgjJDgz,의료법인희원 래봄병원,21,병원,380000,경남,380100,김해시,외동,50962,"경상남도 김해시 분성로 202, (외동)",055-817-7000,www.rebom.or.kr,20171123,128.8691545,35.2299506
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3OSQyNjEyMjIjODEjJDEjJDIjJDgz,이노스이비인후과병원,21,병원,360000,전남,360400,순천시,조례동,57934,"전라남도 순천시 봉화3길 14-28,  (조례동)",061-720-9900,,20200602,127.5210363,34.9637664
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ5OSQzNjEwMDIjNjEjJDEjJDAjJDgz,이레 아이병원,21,병원,380000,경남,381100,양산시,물금읍,50613,"경상남도 양산시 물금읍 청운로 185, 504~507, 601~605호",055-781-1175,,20161019,129.0028103,35.3172103
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQxMyQyNjE0ODEjNTEjJDEjJDYjJDgz,이샘병원,21,병원,210000,부산,210004,부산진구,범천동,47354,"부산광역시 부산진구 황령대로 12, 지하1층(일부), 1층(일부), 2~4층, 5층(일부), 6~8층, 9층(일부), 10층(일부) (범천동)",051-631-2110,,20160816,129.0611542,35.1476285
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzExIyQxIyQzIyQwMyQzNjEyMjIjNDEjJDEjJDQjJDgz,이안과병원,21,병원,250000,대전,250005,대전중구,대흥동,34925,"대전광역시 중구 대종로 468, (대흥동)",042-220-5500,,19930901,127.4276336,36.3263069
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQxMyQzNjE4MzIjODEjJDEjJDYjJDgz,이음병원,21,병원,310000,경기,312001,용인기흥구,영덕동,16954,"경기도 용인시 기흥구 흥덕1로 97, 5층~7층 (영덕동)",031-212-1500,www.eumhospital.co.kr/,20110513,127.0733284,37.274844
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQyIyQzIyQwMCQzNjEwMDIjNDEjJDEjJDQjJDgz,이천엘리야병원,21,병원,310000,경기,312100,이천시,장호원읍,17421,"경기도 이천시 장호원읍 서동대로 8793, 이천엘리야병원",031-642-8871,,20030814,127.6120629,37.1153787
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQyIyQ1IyQwMCQyNjE0ODEjNTEjJDEjJDIjJDgz,이천파티마병원,21,병원,310000,경기,312100,이천시,중리동,17373,"경기도 이천시 경충대로 2560-2, (중리동)",031-635-2624,http://www.2000fatima.com,19841229,127.4490305,37.2747641
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQyIyQ1IyQwMCQyNjEwMDIjNDEjJDEjJDgjJDgz,이화병원,21,병원,340000,충남,340201,천안서북구,쌍용동,31174,"충청남도 천안시 서북구 충무로 165, 외 1(충무로 161) (쌍용동)",041-579-1400,http://www.ewhahospital.com/,20020205,127.1255011,36.7942423
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkMzgxMzUxIzExIyQyIyQ3IyQwMCQyNjE0ODEjNjEjJDEjJDAjJDgz,익산제일병원,21,병원,350000,전북,350300,익산시,인화동1가,54604,"전라북도 익산시 평동로 665,  (인화동1가)",063-840-2300,,19951026,126.9526717,35.931363
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQ1IyQwMyQzNjEyMjIjNjEjJDEjJDgjJDgz,인본병원,21,병원,310000,경기,312200,파주시,목동동,10892,"경기도 파주시 청암로17번길 31, 3~8층 (목동동)",1661-7300,,20200226,126.7359063,37.7284902
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQ3IyQ5OSQyNjE4MzIjNTEjJDEjJDIjJDgz,인본병원,21,병원,310000,경기,310303,부천원미구,,14545,"경기도 부천시 원미구 상동로 90, 메가플러스빌딩 504,504-2,505,508일부호 (상동)",1661-7050,,20150302,126.7537185,37.5051724
JDQ4MTYyMiM1MSMkMSMkNCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQzNjE4MzIjNTEjJDEjJDYjJDgz,인성병원,21,병원,320000,강원,320500,춘천시,낙원동,24272,"강원특별자치도 춘천시 금강로 39, (낙원동)",033-253-3030,,19771111,127.7268737,37.8812798
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQwMyQzNjE4MzIjNjEjJDEjJDAjJDgz,인정병원,21,병원,110000,서울,110015,은평구,응암동,3478,"서울특별시 은평구 응암로 164, (응암동)",02-309-0909,www.injunghp.co.kr/,19970221,126.9163519,37.5865312
JDQ4MTYyMiM1MSMkMSMkNCMkOTkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjE4MzIjNjEjJDEjJDgjJDgz,인제고려병원,21,병원,320000,강원,320008,인제군,인제읍,24635,"강원특별자치도 인제군 인제읍 비봉로 19, (인제읍)",033-461-0088,,20020308,128.1735808,38.0677805
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQyIyQzIyQwMCQ0NjE0ODEjNDEjJDEjJDgjJDgz,인제재활병원,21,병원,230000,대구,230005,대구수성구,수성동4가,42008,"대구광역시 수성구 신천동로84길 21, (수성동4가)",053-752-8683,https://인제1.org,19880614,128.611538,35.86164
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ3OSQ0NjEwMDIjODEjJDEjJDIjJDgz,인천광역시의료원백령병원,21,병원,220000,인천,220200,인천옹진군,백령면,23101,"인천광역시 옹진군 백령면 백령로 233, 인천광역시의료원 백령병원",032-836-1731,,20010901,124.7210341,37.968009
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQ3IyQ5MiQyNjEwMDIjNTEjJDEjJDIjJDgz,인천더드림병원,21,병원,220000,인천,220008,인천계양구,작전동,21045,"인천광역시 계양구 계양대로 123, (작전동)",032-282-7575,,20160316,126.7221293,37.5349576
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQ1IyQ5MiQ0NjEwMDIjNTEjJDEjJDYjJDgz,인천마디병원,21,병원,220000,인천,220008,인천계양구,계산동,21049,"인천광역시 계양구 계양대로 204, (계산동)",1644-8344,,20150122,126.7230062,37.5421215
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQxMyQzNjEyMjIjNDEjJDEjJDgjJDgz,인천연세병원,21,병원,220000,인천,220005,인천서구,연희동,22721,"인천광역시 서구 승학로 320, (연희동)",032-561-3457,,20110511,126.6744031,37.5503
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQ1IyQ4MiQ0NjE0ODEjODEjJDEjJDIjJDgz,인천하이병원,21,병원,220000,인천,220008,인천계양구,계산동,21030,"인천광역시 계양구 경명대로 1107, (계산동)",555-1675,www.hihospital.co.kr,20141112,126.7300852,37.5435518
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ5MiQyNjEyMjIjNDEjJDEjJDgjJDgz,일광서울병원,21,병원,210000,부산,210100,부산기장군,일광읍,46048,"부산광역시 기장군 일광읍 해빛5로 29, 4~7층,8층일부(801호)",051-723-5159,,20230602,129.222337,35.2604232
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQyNjEwMDIjNjEjJDEjJDgjJDgz,일광아동병원,21,병원,210000,부산,210100,부산기장군,일광읍,46048,"부산광역시 기장군 일광읍 해빛6로 85-16, 일광청보리더스 6~9층",051-927-7582,,20220823,129.2256459,35.2656352
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzIxIyQxIyQxIyQ3OSQyNjEyMjIjNjEjJDEjJDgjJDgz,일산복음재활병원,21,병원,310000,경기,311903,고양일산동구,중산동,10355,"경기도 고양시 일산동구 고양대로 760-760, 나동 6~10층 (중산동, 일산복음병원)",031-977-6633,,20151120,126.7800452,37.6819744
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQzIyQ4MiQzNjE0ODEjNTEjJDEjJDYjJDgz,일산이십일세기병원,21,병원,310000,경기,311903,고양일산동구,백석동,10447,"경기도 고양시 일산동구 중앙로 1059, ISD빌딩 3~8층 (백석동)",031-909-9600,,20140509,126.7861723,37.6439354
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQxMyQyNjE0ODEjODEjJDEjJDYjJDgz,일산중심재활병원,21,병원,310000,경기,311902,고양일산서구,덕이동,10228,"경기도 고양시 일산서구 미래로 227, 일산중심병원 지하1-지상4층 (덕이동)",031-810-2000,,20160311,126.7460892,37.6999585
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQ1IyQ3OSQzNjE0ODEjNDEjJDEjJDgjJDgz,일산하이병원,21,병원,310000,경기,311903,고양일산동구,중산동,10338,"경기도 고양시 일산동구 고양대로 761, (중산동)",031-1522-1275,,20120817,126.7806167,37.6825471
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzIxIyQxIyQxIyQ5OSQzNjE4MzIjNDEjJDEjJDgjJDgz,일어나병원,21,병원,310000,경기,311700,시흥시,장곡동,14996,"경기도 시흥시 황고개로 472, 2~5층 (장곡동)",031-317-0111,,20230418,126.7906928,37.3732385
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQzNjEyMjIjNzEjJDEjJDgjJDgz,자연안에병원,21,병원,210000,부산,210012,부산강서구,명지동,46764,"부산광역시 강서구 명지오션시티4로 99, 3~10층 (명지동)",051-959-9000,,20230110,128.9039428,35.0801998
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQwMyQyNjE0ODEjNDEjJDEjJDQjJDgz,자이비뇨의학과병원,21,병원,110000,서울,110021,서초구,서초동,6609,"서울특별시 서초구 서운로 220, 대지스포츠프라자 4층 (서초동)",02-6207-5678,,20220628,127.0217872,37.5027161
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQxMyQzNjEyMjIjNTEjJDEjJDYjJDgz,자재병원,21,병원,260000,울산,260100,울산울주군,상북면,44908,"울산광역시 울주군 상북면 소야정길 216-39, (상북면)",052-255-8400,www.jajae-hospital.com,20130725,129.0671927,35.6059053
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ4OSQzNjE4MzIjNjEjJDEjJDAjJDgz,장동욱병원,21,병원,310000,경기,311101,안산단원구,원시동,15434,"경기도 안산시 단원구 동산로 60, 3층 (원시동)",031-493-2119,,20080516,126.7968839,37.3129537
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ5MiQzNjEyMjIjNjEjJDEjJDAjJDgz,장림한서병원,21,병원,210000,부산,210010,부산사하구,장림동,49511,"부산광역시 사하구 다대로 315, (장림동)",051-262-3344,,19920116,,
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ4MiQzNjEyMjIjNjEjJDEjJDQjJDgz,장성혜원병원,21,병원,360000,전남,360017,장성군,장성읍,57221,"전라남도 장성군 장성읍 강변안길 22, (장성읍)",061-399-3000,,20070618,126.774488,35.2977611
JDQ4MTg4MSM1MSMkMSMkOCMkOTkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNDEjJDEjJDQjJDgz,장스여성병원,21,병원,110000,서울,110019,중랑구,망우동,2073,"서울특별시 중랑구 용마산로117길 49, 장스여성병원 비동 (7층 일부제외)동 (망우동)",02-490-4000,,20021025,127.0975614,37.5997087
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQyIyQ3IyQwMCQzNjEyMjIjNDEjJDEjJDgjJDgz,장튼위튼병원,21,병원,110000,서울,110004,관악구,봉천동,8739,"서울특별시 관악구 남부순환로 1867, (봉천동)",02-878-7119,,20181001,126.957342,37.4798225
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ4OSQ0NjE0ODEjNjEjJDEjJDQjJDgz,장흥우리병원,21,병원,360000,전남,360018,장흥군,장흥읍,59324,"전라남도 장흥군 장흥읍 흥성로 83, (장흥읍)",061-862-6262,www.jhwh.co.kr/,20040504,126.9110664,34.6783837
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQxMyQzNjE0ODEjNTEjJDEjJDYjJDgz,장흥통합의료병원,21,병원,360000,전남,360018,장흥군,안양면,59338,"전라남도 장흥군 안양면 로하스로 121, (안양면)",061-860-7777,http://www.wkujim.co.kr,20171016,126.9583701,34.6790436
JDQ4MTYyMiM1MSMkMSMkNCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQ0NjEwMDIjNDEjJDEjJDQjJDgz,재)정선의료재단 군립병원,21,병원,320000,강원,320009,정선군,사북읍,0,"강원특별자치도 정선군 사북읍 지장천로 727- ,",033-592-3121,,20160401,128.8261822,37.2257003
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQwMyQ0NjEwMDIjNDEjJDEjJDQjJDgz,재단법인 베스티안재단 베스티안부산병원,21,병원,210000,부산,210005,부산북구,화명동,46524,"부산광역시 북구 화명대로 1, (화명동)",051-332-7575,,20100401,129.0086207,35.2355818
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ4OSQyNjE4MzIjNDEjJDEjJDgjJDgz,재단법인 원불교 원병원,21,병원,350000,전북,350300,익산시,신동,54535,"전라북도 익산시 익산대로25길 18,  (신동)",063-843-3582,,20151126,126.9525231,35.9668133
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjE0ODEjNTEjJDEjJDIjJDgz,재단법인대성병원,21,병원,110000,서울,110010,서대문구,홍제동,3627,"서울특별시 서대문구 세무서길 20, (홍제동)",02-394-9101,http://dshospital.kr/,19840904,126.9458032,37.5889296
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3OSQyNjE4MzIjNjEjJDEjJDQjJDgz,재단법인대한스포츠의학재단강남나무병원,21,병원,110000,서울,110001,강남구,대치동,6283,"서울특별시 강남구 영동대로 225, 경희한방병원 1층일부,2,3,8층 (대치동)",02-508-5995,,19980612,127.0676539,37.4992672
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,재단법인베스티안재단베스티안서울병원,21,병원,110000,서울,110011,성동구,하왕십리동,4701,"서울특별시 성동구 왕십리로 382, (하왕십리동)",070-7609-9252,,20020419,127.0280199,37.5651103
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ4MiQyNjE4MzIjNTEjJDEjJDIjJDgz,재단법인원진녹색병원,21,병원,310000,경기,311000,구리시,인창동,11919,"경기도 구리시 동구릉로 65, (인창동)",031-550-1111,http://www.greenhospital-wj.com,19990601,127.1338191,37.605975
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzIxIyQxIyQxIyQ3OSQzNjEwMDIjNDEjJDEjJDgjJDgz,저스트병원,21,병원,220000,인천,220001,인천미추홀구,숭의동,22174,"인천광역시 미추홀구 석정로 21, 4~7층 (숭의동)",1544-1554,,20220825,126.6420538,37.461737
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjE4MzIjNDEjJDEjJDgjJDgz,전라남도 강진의료원,21,병원,360000,전남,360001,강진군,강진읍,59227,"전라남도 강진군 강진읍 탐진로 5, (강진읍)",061-433-2167,http://www.gjmed.or.kr,19900207,126.7578654,34.6368113
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQwMyQyNjE0ODEjNjEjJDEjJDgjJDgz,전병원,21,병원,220000,인천,220006,인천남동구,만수동,21540,"인천광역시 남동구 인주대로 845, 847, 하촌로 4-20동 (만수동, 신성빌딩)",,www.jeonhospital.com/,19950831,126.731347,37.4487156
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ5MiQzNjEyMjIjNTEjJDEjJDIjJDgz,전주21세기병원,21,병원,350000,전북,350402,전주덕진구,덕진동2가,54840,"전라북도 전주시 덕진구 송천중앙로 43, (덕진동2가)",063-270-5200,http://www.jj21.com/,20040316,127.1195743,35.8509213
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjE0ODEjNDEjJDEjJDQjJDgz,전주기독병원,21,병원,350000,전북,350401,전주완산구,효자동1가,55056,"전라북도 전주시 완산구 거마평로 185, (효자동1가,398-5)",063-220-7000,,19950420,127.1154083,35.8087166
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ5OSQyNjE4MzIjODEjJDEjJDIjJDgz,전주다솔아동병원,21,병원,350000,전북,350401,전주완산구,효자동2가,54966,"전라북도 전주시 완산구 우전로 250,  (효자동2가)",063-280-0800,,20170320,127.1021973,35.8171631
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ5OSQzNjE0ODEjNjEjJDEjJDgjJDgz,전주문병원,21,병원,350000,전북,350401,전주완산구,효자동1가,55082,"전라북도 전주시 완산구 용머리로 106-0,  0동 (효자동1가,전주문병원)",063-286-0000,,20180521,127.1217315,35.8058203
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ2MiQ0NjE0ODEjNTEjJDEjJDYjJDgz,전주바로병원,21,병원,350000,전북,350401,전주완산구,효자동2가,0,"전라북도 전주시 완산구 천잠로 145-0, (효자동2가)",063-222-8001,,20231201,127.0991664,35.8003746
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkMzgxMzUxIzExIyQxIyQ3IyQxMyQyNjE0ODEjODEjJDEjJDIjJDgz,전주신세계정형외과병원,21,병원,350000,전북,350402,전주덕진구,송천동1가,54838,"전라북도 전주시 덕진구 송천중앙로 125, (송천동1가)",063-270-1900,http://www.shoulderclinic.co.kr/,20130604,127.1205917,35.8582393
